Name,EC50_value_original_target,IC50_value_original_target,pIC50_value_original_target,MW,logP,HBA,HBD,RotBonds,PSA,NoChiralCentres,Caco2_Ellinger_perc_inhibition,Vero-E6_Zaliani_perc_inhibition,Vero-E6_Touret_Inhibition_index,HRCE_Heiser_Hit_score,3CLPro_Kuzikov_perc_inihibition,3CLPro_Kuzikov_perc_IC50(nM),1479145_AC50(μM),1479145_AUC,1479145_Potency(μM),1479145_Efficacy(%),1479145_Activity,1479150_AC50(μM),1479150_AUC,1479150_Potency(μM),1479150_Efficacy(%),1479150_Activity,1479150_Tox,1479149_AC50(μM),1479149_AUC,1479149_Potency(μM),1479149_Efficacy(%),1479149_Activity,1479147_AC50(μM),1479147_AUC,1479147_Potency(μM),1479147_Efficacy(%),1479147_Activity,1479147_Tox,1508606_AC50(μM),1508606_AUC,1508606_Potency(μM),1508606_Efficacy(%),1508606_Activity,1508606_CPE_EC50(uM),1508606_CPE_perc_Efficacy,1508605_AC50(μM),1508605_AUC,1508605_Potency(μM),1508605_Efficacy(%),1508605_Activity,1508605_Tox,1508605_Cytotox_CC50(uM),1508605_perc_Cytotox,t_half,Bioavailability,protein-binding,no_features
famciclovir,0,0,0,321.337,0.541,9,1,7,122.22,0,-6.05,-0.08,0.2587,0.02613,9.899,0,0,-4.229773263,0,0,0,0,-3.23016764,0,0,0,0,0,0,0,0,0,0,-33.0731731,0,0,0,0,0,4.567967581,0,0,0,0,0,0,-23.13213711,0,0,0,0,0,0,10,0.77,0.23,0
nefopam,0,0,0,253.345,3.238,2,0,1,12.47,1,-6.62,-0.05,0,0,29.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.36,0,0
almotriptan,0,0,8,335.473,2.1976,3,1,6,56.41,0,0,0,0,0.03586,0,0,0,2.282377859,0,0,0,0,2.472437747,0,0,0,0,0,-10.60258012,0,0,0,0,2.283325508,0,0,0,0,0,1.421262512,0,0,0,0,0,0,-16.28695685,0,0,0,0,0,0,3.4,0.7,0.35,0
valacyclovir hydrochloride,0,0,0,360.802,-0.3758,9,3,7,151.14,1,0,-0.2,0,0.03059,6.38,0,39.81071706,-53.01135434,39.8107,66.7301,0.5,0,0.285630528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.449541765,0,0,0,0,0,0,-15.30384158,0,0,0,0,0,0,3.1,0.54,0.15,0
gramicidin (gramicidin a shown),0,0,0,1882.332,4.3723,17,21,53,548.99,14,21.89,0.19,0,0,17.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eugenol,0,0,0,164.204,2.1293,2,1,3,29.46,0,0,0.02,0,0.2298,14.47,0,0,-31.5538779,0,0,0,0,3.323220378,0,0,0,0,0,-34.51470758,0,0,0,0,-4.625409364,0,0,0,0,0,-3.521465349,0,0,0,0,0,0,-15.39638851,0,0,0,0,0,0,0,0,0,0
antazoline,0,0,0,265.36,2.6949,3,1,5,27.63,0,0,0,0,0.1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0
capsaicin,0,0,0,305.418,3.7896,3,2,9,58.56,0,1.12,-0.12,0,0.1538,26.63,0,0,-27.8973115,0,0,0,0,-18.37713327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.374946234,0,0,0,0,0,0,-12.08591899,0,0,0,0,0,0,0.5,0,0,0
hexylresorcinol,0,0,0,194.274,3.2206,2,2,5,40.46,0,9.12,0.01,0,0.2337,15.77,0,0,-266.743467,0,0,0,0,-114.8138944,0,0,0,0,0.891250938,-157.3408152,0.8913,93.7561,1,39.81071706,-46.89155104,39.8107,90.6664,0.5,1,0,-1.324503769,0,0,0,0,0,0,-36.13365309,0,0,0,0,0,0,0,0,0,0
cyclizine,0,0,8.35,266.388,3.0234,2,0,3,6.48,0,-0.71,0.01,0,0.1379,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.53,0,0,0
procyclidine hydrochloride,0,0,8.34,323.908,4.3622,2,1,5,23.47,1,0,0,0,0.2175,0,0,39.81071706,-18.35942803,10,30.4467,0.5,0,-0.080055323,0,0,0,0,3.548133892,-71.05067187,3.5481,59.2229,0.5,0,-7.828989871,0,0,0,0,0,22.30231787,0,0,0,0,0,0,-10.54761591,0,0,0,0,0,0,12,0,1,0
mesalamine,0,7530,5.12,153.137,0.6726,3,3,1,83.55,0,-4.82,-0.12,0.3772,0.1964,7.437,0,31.6227766,-164.1986062,31.6228,32.152,0.5,0,0,0,0,0,0,0,-5.192578285,0,0,0,0,1.672845397,0,0,0,0,0,0.843171377,0,0,0,0,0,0,-18.29646341,0,0,0,0,0,0,0.61,0,0.43,0
guanethidine,0,0,0,198.314,0.73557,2,3,3,65.14,0,0,0,0,0.1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.2,0,0
gemfibrozil,0,0,4.23,250.338,3.57324,2,1,6,46.53,0,3.12,-0.17,0.2785,0.05216,31.76,0,0,-18.64106194,0,0,0,0,10.20667815,0,0,0,0,0,14.91858108,0,0,0,0,-0.940084123,0,0,0,0,0,-2.824674194,0,0,0,0,0,0,-27.77773778,0,0,0,0,0,0,1.5,0.98,0.99,0
sulfacetamide,0,0,0,214.246,0.0936,4,2,2,89.26,0,-3.73,-0.23,0,0.2126,13.66,0,0,-21.97239218,0,0,0,0,-36.12405438,0,0,0,0,0,0,0,0,0,0,-79.78038325,0,0,0,0,0,-3.162920785,0,0,0,0,0,0,-15.75799731,0,0,0,0,0,0,2.9,0,0,0
benzonatate,0,0,0,603.75,2.8346,12,1,32,121.4,0,0,0,0,0.09156,0,0,44.66835922,-177.1939654,0,0,0,28.18382931,-1.062552279,0,0,0,0,39.81071706,-31.74484979,39.8107,108.881,0.5,0,-5.035545993,0,0,0,0,0,-7.958129668,0,0,0,0,0,0,-10.87862823,0,0,0,0,0,0,1.01,0,0,0
dextromethorphan hydrobromide,0,0,5.7,352.316,3.9613,2,0,1,12.47,3,0,0,0,0.09056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0.11,0.65,0
clidinium bromide,0,0,9.6,432.358,-0.2915,3,1,4,46.53,3,0,-0.17,0,0.116,18.17,0,0,8.375349043,0,0,0,0,16.10495424,0,0,0,0,0,0.723171643,0,0,0,0,0,0,0,0,0,0,4.522916816,0,0,0,0,0,0,-8.249829588,0,0,0,0,0,0,0,0,0,0
gluconolactone,0,0,0,178.14,-3.0132,6,4,1,107.22,4,13.48,-0.12,0,0,-1.322,0,0,-29.21710069,0,0,0,0,3.367739276,0,0,0,0,0,1.362696216,0,0,0,0,0,0,0,0,0,0,4.157283012,0,0,0,0,0,0,-29.17980059,0,0,0,0,0,0,0,0,0,0
metaproterenol,0,0,0,211.261,1.1292,4,4,4,72.72,1,-4.16,0.18,0,-0.1316,11.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,0,0,0
methenamine,0,0,0,140.19,-1.0198,4,0,0,12.96,4,-2.65,-0.12,0.2897,0.2305,6.189,0,0,-77.16225557,0,0,0,0,-6.87848719,0,0,0,0,0,0,0,0,0,0,-1.354548881,0,0,0,0,0,1.60659242,0,0,0,0,0,0,-8.194069743,0,0,0,0,0,0,3.5,0,0,0
orphenadrine citrate,0,0,5.2,461.511,2.41412,6,4,11,144.6,1,0,0.03,0,0,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0.95,0
uridine,0,0,0,244.203,-2.8519,7,4,2,124.78,4,3.88,-0.22,0,0,31.53,0,0,-156.6250647,0,0,0,0,-2.34956466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.74001397,0,0,0,0,0,0,-17.50930674,0,0,0,0,0,0,0,0,0,0
mannitol,0,0,0,182.172,-3.5854,6,6,5,121.38,4,-29.88,0.08,0,0,13.85,0,0,0,0,0,0,0,-0.046902475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0.07,0,0
ondansetron,0,0.09,10.04,293.37,3.12852,4,0,2,39.82,1,0,0.43,0,0.03849,21.17,0,39.81071706,-36.62229775,39.8107,63.8372,0.5,0,10.04653386,0,0,0,0,0,10.20955714,0,0,0,0,5.856562314,0,0,0,0,0,-1.764642754,0,0,0,0,0,0,-19.86649003,0,0,0,0,0,0,3.4,0.62,0.73,0
inosine,0,0,0,268.229,-2.2689,8,4,2,133.49,4,0,0,-0.08895,0,0,0,0,1.986363677,0,0,0,0,-4.685728235,0,0,0,0,0,-173.8535381,0,0,0,0,-16.92537026,0,0,0,0,0,-4.486351467,0,0,0,0,0,0,-23.27471509,0,0,0,0,0,0,0,0,0,0
carglumic acid,0,0,0,190.155,-1.0273,3,4,5,129.72,1,7.18,-0.08,0,0.1387,-4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0.3,0,0
l-cycloserine,0,262000,3.58,102.093,-1.6249,3,2,0,64.35,1,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32265073,0,0,0,0,0,0,-23.14784954,0,0,0,0,0,0,0,0,0,0
galanthamine,0,0,7.21,287.359,1.8503,4,1,1,41.93,3,1.53,-0.14,0,0.2532,9.86,0,0,-0.449189359,0,0,0,0,-14.87576942,0,0,0,0,0,-70.42828382,0,0,0,0,7.461606537,0,0,0,0,0,3.274323879,0,0,0,0,0,0,-23.67345502,0,0,0,0,0,0,5.3,0.99,0.18,0
levetiracetam,0,0,6.1,170.212,-0.1273,2,1,3,63.4,1,13.42,-0.02,0.008913,0.04659,4.118,0,0,-9.578996805,0,0,0,0,2.194939496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.14500812,0,0,0,0,0,0,-15.83665762,0,0,0,0,0,0,8.23,0.99,0.1,0
voriconazole,0,0,8.73,349.316,2.1769,6,1,5,76.72,2,-2.98,-0.12,6.67E-05,0.166,9.578,0,0,-20.64709217,0,0,0,0,-0.252900342,0,0,0,0,0,-256.5160727,0,0,0,0,-18.0515209,0,0,0,0,0,2.33931092,0,0,0,0,0,0,-26.85638803,0,0,0,0,0,0,5.6,0.96,0.58,0
isosorbide mononitrate,0,0,0,191.139,-1.2782,6,1,2,91.06,4,-2.1,-0.08,0.4835,0.1018,17.33,0,0,-22.62457539,0,0,0,0,1.126061146,0,0,0,0,0,-41.32001598,0,0,0,0,-10.17061455,0,0,0,0,0,-3.59293739,0,0,0,0,0,0,-21.11222957,0,0,0,0,0,0,4.1,0.93,0.05,0
deflazacort,0,0,0,441.524,2.5632,7,1,3,102.26,8,0,0,0.4333,0.3895,0,0,0,3.004065231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.886839808,0,0,0,0,0,-1.808185056,0,0,0,0,0,0,-3.118318657,0,0,0,0,0,0,1.5,0.68,0.4,0
orlistat,0,0.04,10.39,495.745,6.8819,5,1,23,81.7,4,-3.03,0.77,0,0.2509,37.35,0,0,0,0,0,0,0,15.35785028,0,0,0,0,0,0,0,0,0,0,7.720739702,0,0,0,0,0,6.83501373,0,0,0,0,0,12.58925412,-75.74974603,0,0,0,0,0,0,1.5,0.01,0.99,0
moxidectin,0,0,0,639.83,5.7289,9,2,3,116.04,10,0,0,0,0.3085,0,0,10,-32.90467245,17.7828,66.6212,0.5,0,-56.35418478,0,0,0,0,0,-86.46158184,0,0,0,0,1.261892705,0,0,0,0,0,24.75448351,0,0,0,0,0,3.548133892,-57.39317203,0,0,0,0,0,0,484,0,0,0
hydroxyzine pamoate,0,0,0,763.287,7.4473,8,5,12,151,1,-2.82,-0.13,0,0,29.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0
diazoxide,0,194000,3.71,230.676,1.8726,3,1,0,58.53,0,0,0,0.02926,0.1379,11.11,0,0,-17.4302112,0,0,0,0,0.120028933,0,0,0,0,0,0,0,0,0,0,-8.072316494,0,0,0,0,0,-2.097695373,0,0,0,0,0,0,-8.958761539,0,0,0,0,0,0,48,0.9,0.9,0
cefaclor,0,0,0,367.814,0.6213,5,3,4,112.73,3,34.21,0.11,0.6065,0.3978,74.81,0,0,-61.65771631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.111376517,0,0,0,0,0,12.47723604,0,0,0,0,0,0,-9.329917606,0,0,0,0,0,0,0.75,0.9,0.24,0
methazolamide,0,14,7.85,236.278,-1.4238,6,1,1,107.41,0,-0.52,0.21,0.3518,0,-19.29,0,0,-8.083392963,0,0,0,0,-3.382568287,0,0,0,0,0,-39.94196852,0,0,0,0,-20.16486471,0,0,0,0,0,2.272045862,0,0,0,0,0,0,-19.55469442,0,0,0,0,0,0,14,0,0.55,0
natamycin,0,0,0,665.733,0.1197,13,7,3,230.99,14,3.99,-0.01,0,0,8.099,0,0,-123.8862319,0,0,0,0,-6.075239446,0,0,0,0,0,-62.80907352,0,0,0,0,0.885313656,0,0,0,0,0,6.409062441,0,0,0,0,0,0,-28.42120246,0,0,0,0,0,0,0,0,0,0
aztreonam,0,0,5.74,435.44,-1.1725,10,4,7,201.58,2,1.89,-0.06,0.1281,0.135,7.203,0,0,-17.82056617,0,0,0,0,3.745151877,0,0,0,0,0,0,0,0,0,0,0.06556952,0,0,0,0,0,2.365865255,0,0,0,0,0,0,-21.80105294,0,0,0,0,0,0,1.5,0.01,0.56,0
nizatidine,0,0,6.92,331.467,1.3225,8,2,10,83.33,0,-3.09,0.04,0,0,14.96,0,0,-59.26556635,0,0,0,0,0.587233609,0,0,0,0,0,-35.70183056,0,0,0,0,2.352303281,0,0,0,0,0,-3.407845034,0,0,0,0,0,0,-20.24463109,0,0,0,0,0,0,1.5,0.7,0.35,0
mebendazole,0,0,0,295.298,2.9722,4,2,3,84.08,0,13.81,0.67,0.1013,0.2334,31.63,0,1.412537545,-289.1873085,6.3096,35.2826,0.5,11.22018454,-25.78230826,0,0,0,0,0,0,0,0,0,0,-11.8704389,0,0,0,0,0,-14.3223736,0,0,0,0,0,0.630957345,-102.4539625,0,0,0,0,0,0,1.1,0.22,0.93,0
nitrofurantoin,0,0,0,238.159,0.0735,6,1,3,118.05,0,21.5,-0.2,0.01764,0.1622,14.81,0,39.81071706,-75.70760384,0,0,0,39.81071706,-12.15534096,0,0,0,0,39.81071706,-27.0930021,39.8107,97.9678,0.5,39.81071706,-12.23198221,39.8107,41.9543,0.5,1,0,-0.499793327,0,0,0,0,0,0,-18.3806785,0,0,0,0,0,0,0.97,0.87,0.9,0
repaglinide,0,106,6.97,452.595,5.2199,4,2,10,78.87,1,0.78,0.08,0.4307,0.06595,7.8,0,0,-21.37024321,0,0,0,0,0.785861679,0,0,0,0,0,7.507815586,0,0,0,0,4.746004284,0,0,0,0,0,19.26168264,0,0,0,0,0,0,-43.60381092,0,0,0,0,0,0,0.87,0.56,0.98,0
flunisolide,0,0,9.1,434.504,2.2747,6,2,2,93.06,9,-4.09,-0.07,0.0848,0.1937,12.51,0,0,-8.569648006,0,0,0,0,-2.746354367,0,0,0,0,0,0.874872549,0,0,0,0,-0.359080262,0,0,0,0,0,-8.057623359,0,0,0,0,0,0,-9.463560912,0,0,0,0,0,0,1.68,0.067,0.4,0
isosorbide dinitrate,0,0,0,236.136,-1.0622,8,0,4,123.2,4,-9.77,0.11,0.07718,0,33,0,0,-141.3792057,0,0,0,0,-9.50521202,0,0,0,0,0,1.320993622,0,0,0,0,4.192086162,0,0,0,0,0,-1.774414316,0,0,0,0,0,0,-25.48447319,0,0,0,0,0,0,1.7,0.22,0,0
cimetidine,0,500,6.3,252.347,0.5974,4,3,5,88.89,0,-12.58,-0.07,0.01447,0.04968,17.13,0,0,-52.87610281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07875058,0,0,0,0,0,-1.200371473,0,0,0,0,0,0,-3.749997116,0,0,0,0,0,0,2.2,0.6,0.18,0
furazolidone,0,0,0,225.16,0.9739,6,0,3,98.18,0,41.74,-0.01,0,0.1034,19.33,0,0,-37.64639583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.270192183,0,0,0,0,0,-12.59640374,0,0,0,0,0,0,-33.75129087,0,0,0,0,0,0,0.16,0,0,0
belumosudil,0,0,0,452.518,4.8201,6,3,7,104.82,0,-8.64,1.65,0,0,-34.99,0,0,-115.9486971,0,0,0,12.58925412,-69.41061446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.624684727,0,0,0,0,0,0,-24.79763519,0,0,0,0,0,0,0,0,0,0
tepotinib (emd 1214063),0,0,0,492.583,4.00788,8,0,7,96.93,0,0,0,0,0,0,0,39.81071706,-9.879535887,0,0,0,0,-99.1826676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.58925412,76.02991964,10,72.8017,0.5,0,0,0,-15.09034285,12.5893,89.2776,0.5,1,0,0,0,0,0,0
telotristat,0,0,0,546.937,4.51012,8,3,8,142.17,2,0,0,0,-0.05214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69380889,0,0,0,0,0,0,1.602287202,0,0,0,0,0,0,0,0,0,0
fexinidazole,0,0,0,279.321,2.6292,6,0,5,70.19,0,19.95,0.02,0,0.1901,14.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
umbralisib,0,0,0,571.559,6.6627,8,1,6,109.06,1,24.32,-0.05,0,0,19.1,0,0,2.26298998,0,0,0,0,-0.889729839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.98489712,0,0,0,0,0,0,-8.664528874,0,0,0,0,0,0,0,0,0,0
zileuton,0,0,0,236.296,2.7322,3,2,2,66.56,1,0,0.03,-0.00439,0.2291,9.14,0,6.309573445,-18.63245659,6.3096,38.1681,0.5,0,15.53924379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35771927,0,0,0,0,0,0,-26.24428017,0,0,0,0,0,0,2.5,0,0,0
dydrogesterone,0,0,6.9,312.453,4.4995,2,0,1,34.14,6,0,0.63,0.5447,0.01426,17,0,0.707945784,-50.03005857,0.7079,34.9741,0.5,0,-3.848148201,0,0,0,0,39.81071706,-24.5126191,39.8107,84.0755,0.5,0,3.135703538,0,0,0,0,0,-1.381872808,0,0,0,0,0,0,-6.752608153,0,0,0,0,0,0,6,0.28,0,0
chrm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
htr3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
htr1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
cyp3a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
slc6a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
tph1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
adra1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
hiv1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
dpp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
bcl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
egfr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
pde3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
oprm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
sqle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
adra2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
htr4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
hrh3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
adrb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
hrh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
dnmt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
tpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
chrna1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
drd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
abcc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
nr1i3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
grin1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
pnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gna15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
abca1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
kcnma1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
xdh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
dhfr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
abcb11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
pde10a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
abcc8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
fasn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
scn1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
panx1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
lpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ca1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
aqp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
chrm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
parp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
hspd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
calca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
clcn2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
p2ry12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
htr2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ptgs2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
maoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
maob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
mtnr1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
adora1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
hcrtr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
kcnk10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
chrna3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
scn10a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
dao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
arg1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
trpm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
top2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
nr1i2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
cftr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
gabra3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
grm5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ltf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
